Tweet Date,Sentence,Quote Count,Reply Count,Retweet Count,Favorite Count,Sentiment,English Translation
Thu Aug 17 09:54:16 +0000 2023,[USERNAME] [USERNAME] Ya kalo naik kalo ternyata down kek TLKM ato UNVR gimana,0,2,0,0,Negative,"[USERNAME] [USERNAME] Yes, if it goes up, what if it goes down like TLKM or UNVR?"
Thu Aug 17 02:02:43 +0000 2023,"[USERNAME] [USERNAME] Bener bgt kak, coba masuk UNVR atau HMSP. Mending deposito kan jadinya",0,0,0,0,Negative,"[USERNAME] [USERNAME] That's right, sis, try joining UNVR or HMSP. It'll be better to make a deposit, right?"
Wed Aug 16 16:07:25 +0000 2023,"Saham Unvr gw tandain lu yakk, Duit gw berkurang cepe Fakkk",0,0,0,0,Negative,"I'll mark your Unvr shares, my money is decreasing fast, Fakkk"
Mon Aug 14 03:25:45 +0000 2023,Sejak kasus $UNVR stock split sempat ada mitos kalau saham yang stock split itu bakal turun harga sahamnya. Siapa yang pernah denger mitos ini?,0,1,0,0,Negative,"Since the $UNVR stock split case, there has been a myth that stocks that split will have their share prices drop. Who has heard of this myth?"
Mon Aug 14 01:41:45 +0000 2023,Flow out besar terjadi di IHSG...😱 Follow us 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],0,0,0,1,Negative,Flow out besar terjadi di IHSG...😱 Follow us 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Fri Aug 11 08:58:04 +0000 2023,"[USERNAME] awal mula yuk nabung saham"" karena nyangkut jadi nya "" aku investor saham"" aku nyangkut di saham $UNVR $WEGE""",0,0,0,0,Negative,"[USERNAME] ""Let's start saving stocks"" because I got stuck so it became ""I'm a stock investor"" I got stuck in $UNVR $WEGE stocks"""
Fri Aug 11 01:14:55 +0000 2023,"[USERNAME] Dulu dosen valuasi bisnis saya pernah bilang kalo dalam kurun waktu &gt 5 tahun grafik sahamnya naik terus, dia lama2 akan turun karena udah mencapai puncak harga tertingginya dia (lupa istilahnya apa). Makanya beliau tidak menyarankan untuk beli saham UNVR",1,3,9,60,Negative,"[USERNAME] My business valuation lecturer once said that if the stock graph continues to rise in a period of >5 years, it will eventually go down because it has reached its highest price peak (I forgot the term). That's why he didn't recommend buying UNVR shares."
Fri Aug 04 14:21:39 +0000 2023,"Alper Kulak, Direktur PT Unilever Indonesia Tbk (UNVR), mengajukan permohonan pengunduran diri dari jabatannya sebagai Direktur pada 13 Juni 2023 dan berlaku efektif per 13 Juli 2023. UNVR akan mengadakan RUPS untuk menindaklanjuti pengunduran diri tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [URL]",0,0,0,1,Neutral,"Alper Kulak, Director of PT Unilever Indonesia Tbk (UNVR), submitted a resignation from his position as Director on June 13, 2023 and effective as of July 13, 2023. UNVR will hold a GMS to follow up on the resignation. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Wed Aug 02 15:41:00 +0000 2023,"[USERNAME] belilah saham yg produk nya ada di sekitar kita!"" Auto buy UNVR, biasa pemula hehe""",0,0,0,1,Negative,"[USERNAME] buy shares whose products are around us!"" Auto buy UNVR, usually for beginners hehe"""
Wed Aug 02 11:33:57 +0000 2023,"[USERNAME] Masyarakat kan banyak, volatilitas harga itu karna ada bid dan offer, ya selagi growth sih, semua sepakat. Sama kayak unvr 2017-2018 sangat mudah merekomendasikan buy UNVR DPR nya 100% lagi.",0,0,0,0,Positive,"[USERNAME] There are many people, price volatility is because there are bids and offers, yes, as long as there is growth, everyone agrees. Just like UNVR 2017-2018, it is very easy to recommend buying UNVR DPR 100% again."
Tue Aug 01 11:35:04 +0000 2023,"Pemodal asing kembali melanjutkan penjualan bersih (net sell), kelima saham ini, yaitu BBNI, BBCA, TLKM, INDF, dan UNVR [URL]",0,0,0,1,Negative,"Foreign investors continued their net sell of these five stocks, namely BBNI, BBCA, TLKM, INDF, and UNVR [URL]"
Mon Jul 31 12:08:24 +0000 2023,[USERNAME] [USERNAME] Bisa dicek history dividen th lalu bro. Cek yg ada dividen interimnya bysanya akhir th. Contohnya ntr UNVR bysanya november ✌🏻,0,0,0,1,Neutral,"[USERNAME] [USERNAME] You can check the dividend history from last year, bro. Check for interim dividends, usually at the end of the year. For example, UNVR will be paid in November ✌🏻"
Mon Jul 31 04:23:08 +0000 2023,"AMMN, TPIA, dan UNVR yg tadinya masuk top 10 begitu dihitung porsi free floatnya digantikan GOTO, AMRT, dan UNTR Free float adalah porsi saham yg dimiliki masyarakat selain 1. Pemegang saham pengendali 2. Kepemilikan signifikan &gt 5% 3. Direksi dan komisaris 4. Saham Tresuri",0,1,0,7,Neutral,"AMMN, TPIA, and UNVR, which were previously in the top 10, when the free float portion was calculated, were replaced by GOTO, AMRT, and UNTR. Free float is the portion of shares owned by the public other than 1. Controlling shareholders 2. Significant ownership &gt 5% 3. Directors and commissioners 4. Treasury shares."
Fri Jul 28 05:19:05 +0000 2023,"IHSG Sesi I Melemah ke 6.876, Saham BBCA, TLKM hingga UNVR Merah [URL]",0,0,0,0,Negative,"IHSG Session I Weakens to 6,876, BBCA, TLKM to UNVR Shares in the Red [URL]"
Thu Jul 27 13:36:50 +0000 2023,BEDAH SAHAM: Siasat Unilever Indonesia (UNVR) Genjot Penjualan - Media Asuransi [URL],0,0,0,0,Neutral,STOCK REVIEW: Unilever Indonesia's (UNVR) Strategy to Boost Sales - Insurance Media [URL]
Thu Jul 27 11:34:33 +0000 2023,"Saham UNVR kembali direvisi turun sekuritas berikut, begitu juga dengan prospek kinerjanya. [URL]",0,0,2,0,Negative,"UNVR shares are again revised down by the following securities, as well as its performance prospects. [URL]"
Thu Jul 27 07:32:30 +0000 2023,"Laba bersih $SIDO kembali tertekan di Q2 2023, alhasil sahamnya ditekan market. Mirip kasus UNVR dulu yang mana saham ini layak dihargai mahal karena kualitasnya, namun ketika kualitas turun, harga sahamnya pun dengan mudah turun. [URL]",0,0,0,1,Negative,"$SIDO's net profit was again under pressure in Q2 2023, resulting in its shares being pressured by the market. Similar to the UNVR case in the past, where this stock was worth a high price because of its quality, but when the quality dropped, the share price also easily dropped. [URL]"
Wed Jul 26 01:49:57 +0000 2023,Sekian ulasan singkat $UNVR dr saya. Semoga bs jd sedikit referensi. Jd masih mau beli saham emiten yg produknya kita pake sehari2 gak nih?,1,1,0,5,Negative,That's my brief review of $UNVR. Hopefully it can be a little reference. So do you still want to buy shares of issuers whose products we use every day?
Tue Jul 25 15:55:36 +0000 2023,PT Unilever Indonesia Tbk (UNVR) akan menyelenggarakan [HASHTAG] Luar Biasa pada 30 Agustus 2023 pukul 10.30 WIB. Pemegang [HASHTAG] yang namanya tercatat dalam Daftar Pemegang Saham UNVR pada 7 Agustus 2023 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [URL],0,0,0,2,Neutral,"PT Unilever Indonesia Tbk (UNVR) will hold an Extraordinary [HASHTAG] on August 30, 2023 at 10:30 WIB. [HASHTAG] holders whose names are registered in the UNVR Shareholders Register on August 7, 2023 at 16:00 WIB are entitled to attend or be represented at the event. [HASHTAG] [HASHTAG] [URL]"
Tue Jul 25 13:36:10 +0000 2023,Kian Luntur BlackRock di Saham Unilever (UNVR) [URL],0,0,0,0,Negative,BlackRock's Hold on Unilever (UNVR) Stocks Is Fading [URL]
Tue Jul 25 13:25:00 +0000 2023,"Karena Crypto masih belum bergerak, Gw mau coba experimen, apakah Strategy ini juga cocok untuk di Saham Indo, dengan Cek TF Weekly untuk Liat Macro Trend nya List Pertama: $UNVR [URL]",0,1,0,3,Neutral,"Since Crypto is still not moving, I want to try an experiment, whether this strategy is also suitable for Indonesian stocks, by checking the weekly TF to see the macro trend. First list: $UNVR [URL]"
Tue Jul 25 10:02:04 +0000 2023,"Harga saham UNVR anjlok ke level terendah baru dalam 14 bulan terakhir. Tak hanya itu, sekuritas ini memangkas turun taget kinerja tahun ini [URL]",0,0,0,0,Negative,"UNVR's stock price plunged to a new low in the last 14 months. Not only that, this security cut down its performance target this year [URL]"
Tue Jul 25 07:02:06 +0000 2023,Analis Kompak Pangkas Rekomendasi &amp Target Harga Saham UNVR [URL],0,0,0,0,Negative,Analysts Cut Recommendations & Price Targets for UNVR Shares [URL]
Tue Jul 25 06:15:04 +0000 2023,PT Unilever Indonesia Tbk (UNVR) akan menyelenggarakan rapat umum pemegang saham luar biasa (RUPSLB) pada 30 Agustus 2023. [URL],0,0,0,1,Neutral,"PT Unilever Indonesia Tbk (UNVR) will hold an extraordinary general meeting of shareholders (EGMS) on August 30, 2023. [URL]"
Tue Jul 25 03:08:03 +0000 2023,"Saham UNVR direvisi turun, seiring dengan penurunan laba bersih perseroan [URL]",0,0,1,3,Negative,"UNVR shares revised down, in line with the decline in the company's net profit [URL]"
Tue Jul 18 23:36:42 +0000 2023,"IHSG Dibuka Menguat, Cek Rekomendasi Saham MAPI, BIRD, dan UNVR Hari ini (18/7) [URL]",0,0,0,0,Positive,"IHSG Opens Stronger, Check Recommendations for MAPI, BIRD, and UNVR Stocks Today (18/7) [URL]"
Sun Jul 16 16:29:25 +0000 2023,"BY JO inves d saham : BBCA, BBRI, BYAN, TLKM, ASII, n UNVR dari 10 saham berkapitalisasi terbesar BEI : [URL]",0,3,0,0,Neutral,"BY JO invests in shares: BBCA, BBRI, BYAN, TLKM, ASII, and UNVR from the 10 largest capitalized shares on the IDX: [URL]"
Thu Jul 13 06:35:00 +0000 2023,"PT Unilever Indonesia Tbk (UNVR) telah memublikasikan Laporan Keuangan Kuartal I 2023. Pendapatan UNVR turun 2,16% dan Laba Bersih merosot 30,48% dibandingkan dengan periode yang sama pada tahun lalu. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",0,0,0,2,Negative,PT Unilever Indonesia Tbk (UNVR) has published its Q1 2023 Financial Report. UNVR's revenue fell 2.16% and its net profit fell 30.48% compared to the same period last year. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Wed Jul 05 01:25:32 +0000 2023,PT Salim Ivomas Pratama Tbk (SIMP) akan membagikan dividen sebesar Rp15 per saham. PT Transkon Jaya Tbk (TRJA): Rp3 per saham. PT Unilever Indonesia Tbk (UNVR): Rp71 per saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],0,0,0,0,Positive,PT Salim Ivomas Pratama Tbk (SIMP) will distribute dividends of Rp15 per share. PT Transkon Jaya Tbk (TRJA): Rp3 per share. PT Unilever Indonesia Tbk (UNVR): Rp71 per share. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Tue Jul 04 23:57:56 +0000 2023,"Hari ini cum dividen ASRM (Rp 65), BIRD (Rp 72), CFIN (Rp 100), DVLA (Rp 78), MAPA (Rp 40), GPRA (Rp 1), LSIP (Rp53), AMFG (Rp 80)SIMP (Rp 15)TRJA (Rp 3), dan UNVR (Rp 71). Cum right issue MIDI. Tiap pemegang 625 saham berhak menebus 100 saham baru di harga Rp 270).",1,1,4,13,Neutral,"Today cum dividend ASRM (Rp 65), BIRD (Rp 72), CFIN (Rp 100), DVLA (Rp 78), MAPA (Rp 40), GPRA (Rp 1), LSIP (Rp 53), AMFG (Rp 80) SIMP (Rp 15) TRJA (Rp 3), and UNVR (Rp 71). Cum right issue MIDI. Each holder of 625 shares has the right to redeem 100 new shares at a price of Rp 270)."
Tue Jul 04 07:05:00 +0000 2023,PT Unilever Indonesia Tbk (UNVR) mengubah jadwal pembagian dividen. UNVR akan membagikan dividen sebesar Rp2.708.650.000.000 atau Rp71 per saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],0,0,0,0,Positive,"PT Unilever Indonesia Tbk (UNVR) changed the dividend distribution schedule. UNVR will distribute dividends of Rp2,708,650,000,000 or Rp71 per share. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Tue Jul 04 05:03:44 +0000 2023,"Asing Catat Net Sell Rp307 M di Saham UNVR Sejak Awal Tahun, Ada Apa? [URL]",0,0,0,0,Negative,"Foreigners Record Net Sell of IDR307 Billion in UNVR Shares Since the Beginning of the Year, What's Happening? [URL]"
Tue Jul 04 01:57:04 +0000 2023,"IHSG berpeluang menguat menuju level 6.742 pada perdagangan hari ini, Selasa (4/7/2023). Saham ARTO, MDKA, ADRO, hingga UNVR menjadi pilihan analis hari ini. [URL]",0,0,0,0,Positive,"IHSG has the potential to strengthen towards the 6,742 level in today's trading, Tuesday (4/7/2023). ARTO, MDKA, ADRO, and UNVR shares are the analysts' choices today. [URL]"
Tue Jul 04 01:38:06 +0000 2023,"IHSG berpeluang menguat dan menguji resistance level 6.730. Phintraco Sekuritas rekomendasikan saham ASII, BBRI, ADRO, AKRA, ISAT, UNVR, ANTM dan SRTG. [URL]",0,0,0,0,Positive,"IHSG has the potential to strengthen and test the resistance level of 6,730. Phintraco Sekuritas recommends ASII, BBRI, ADRO, AKRA, ISAT, UNVR, ANTM and SRTG shares. [URL]"
Tue Jul 04 01:23:08 +0000 2023,"IHSG diproyeksi menguat menguji harga 6.750 pada perdagangan hari ini Selasa, (4/7/2023). Saham GOTO, UNVR, INDY, dan PTBA berpotensi cuan. [URL]",0,0,0,1,Positive,"IHSG is projected to strengthen to test the price of 6,750 in today's trading, Tuesday, (4/7/2023). GOTO, UNVR, INDY, and PTBA shares have the potential to make money. [URL]"
Tue Jul 04 00:54:34 +0000 2023,"IHSG berpeluang menguat ke 6.772 pada hari ini, Selasa (4/7/2023). MNC Sekuritas rekomendasikan saham ARTO, MDKA, MTEL, dan UNVR. [URL]",0,0,0,0,Positive,"IHSG has the potential to strengthen to 6,772 today, Tuesday (4/7/2023). MNC Sekuritas recommends ARTO, MDKA, MTEL, and UNVR shares. [URL]"
Mon Jul 03 08:33:00 +0000 2023,"PT RMK Energy Tbk (RMKE) akan membagikan dividen sebesar Rp7 per saham. PT Sillo Maritime Perdana Tbk (SHIP): Rp17,5 per saham. PT Unilever Indonesia Tbk (UNVR): Rp71 per saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",0,0,0,0,Positive,PT RMK Energy Tbk (RMKE) will distribute dividends of Rp7 per share. PT Sillo Maritime Perdana Tbk (SHIP): Rp17.5 per share. PT Unilever Indonesia Tbk (UNVR): Rp71 per share. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Sun Jun 25 09:07:25 +0000 2023,"Keliatannya psikologis diri belum ke arah investor. Krn bisa lihat di aplikasi setiap hari kerja, ada kecenderungan lebih seru lihat saham yg turun naiknya cepet. Eitss Modal jangan sampai amblas. Sempat beli ACES, UNVR, JSMR yg gak dipegang lama2. Rugi di admin &amp byr broker aja",0,2,0,0,Negative,"It seems that the psychology of self is not yet towards investors. Because you can see it on the application every working day, there is a tendency to be more exciting to see stocks that go up and down quickly. Hey, don't let your capital disappear. I bought ACES, UNVR, JSMR which I didn't hold for long. I lost money on admin and paid the broker"
Sun Jun 25 04:05:44 +0000 2023,"Dividen UNVR dan ICBP UNVR-Unilever Indonesia Rp 71, per saham Dividen yield 1,66% plus interim yg sdh dibagi Des 2022, Total Rp 140, per saham Dividen Yield 3,27% ICBP-Indofood CBP Rp 188, per saham Dividen yield 1,68%",0,0,0,0,Positive,"UNVR and ICBP Dividends UNVR-Unilever Indonesia Rp 71, per share Dividend yield 1.66% plus interim that has been distributed Dec 2022, Total Rp 140, per share Dividend Yield 3.27% ICBP-Indofood CBP Rp 188, per share Dividend yield 1.68%"
Fri Jun 23 10:14:49 +0000 2023,"Rapat Umum Pemegang Saham Tahunan (RUPST) PT Unilever Indonesia, Tbk. (UNVR) pada Kamis (22/6) menyetujui pembagian dividen final dengan nilai total sekitar Rp2,7 triliun atau Rp71 per saham. Selengkapnya [URL]",0,0,0,0,Positive,"The Annual General Meeting of Shareholders (AGM) of PT Unilever Indonesia, Tbk. (UNVR) on Thursday (22/6) approved the distribution of final dividends with a total value of around Rp2.7 trillion or Rp71 per share. More [URL]"
Thu Jun 22 23:13:33 +0000 2023,"Dengan total saham Unilever Indonesia (UNVR) mencapai 38,15 miliar, maka dividen final berjumlah Rp71 per saham dan secara total Rp140 per saham. [URL]",0,0,0,4,Positive,"With total Unilever Indonesia (UNVR) shares reaching 38.15 billion, the final dividend is Rp71 per share and a total of Rp140 per share. [URL]"
Thu Jun 22 23:08:32 +0000 2023,[USERNAME] Saya punya saham UNVR di average 4000. Ada masalah? 🤔,0,1,0,0,Neutral,[USERNAME] I have UNVR shares at an average of 4000. Any problems? 🤔
Thu Jun 22 15:32:10 +0000 2023,"[USERNAME] Kapok deh gandengan tangan ama UNVR. Pegang saham sejak 2017, sampe awal tahun ini rugi 7jt. Sakit hati. Jual semua.",0,0,0,0,Negative,"[USERNAME] I'm fed up with holding hands with UNVR. Holding shares since 2017, until early this year I lost 7 million. Heartbroken. Selling everything."
Thu Jun 22 15:15:03 +0000 2023,"[USERNAME] [USERNAME] Tadi ada oma-oma sambil antre, cerita beli saham UNVR dan ORI 001 zaman tahun 2005. Saya terdiam dan mengangguk. Dinasehati saat muda, jangan boros-boros! 😂 Selesai RUPS malah ketemu ibu-ibu di Chatime. Anaknya kerja di Unilever, malahan curhat soal anaknya.",0,1,0,1,Neutral,"[USERNAME] [USERNAME] Earlier, there was an old lady while queuing, telling me about buying UNVR and ORI 001 shares in 2005. I was silent and nodded. Advised when I was young, don't be wasteful! 😂 After the GMS, I met a lady at Chatime. Her child works at Unilever, and she even complained about her child."
Thu Jun 22 13:37:33 +0000 2023,Investor Unilever Indonesia (UNVR) dapat dividen Rp 71 per lembar saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],0,0,0,2,Positive,Unilever Indonesia (UNVR) investors can get dividends of Rp 71 per share. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Thu Jun 22 12:54:48 +0000 2023,Kepengen kemudian sadar diri ga punya saham unvr,0,0,0,0,Neutral,Want to then realize that you don't have UNVR shares
Thu Jun 22 12:50:55 +0000 2023,"[USERNAME] RUPS UNVR jelas banyak yang ikut, kalo saham gorengan entahlah 😆",0,1,0,0,Positive,"[USERNAME] Many people attended UNVR's GMS, but I don't know about gorengan shares 😆"
Thu Jun 22 11:45:38 +0000 2023,PT Unilever Indonesia Tbk (UNVR) memutuskan pembagian dividen tunai final tahun buku 2022 sebesar Rp71 per saham [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],0,0,0,0,Positive,PT Unilever Indonesia Tbk (UNVR) decided to distribute a final cash dividend for the 2022 financial year of IDR 71 per share [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Thu Jun 22 09:44:05 +0000 2023,"IHSG melemah 0,75 persen ke 6.652 pada penutupan perdagangan hari ini (22/6/2023). Saham Unilever (UNVR) juga terpantau turun usai bagi dividen Rp2,70 triliun. [URL]",0,0,0,0,Negative,"IHSG weakened 0.75 percent to 6,652 at the close of trading today (6/22/2023). Unilever (UNVR) shares were also seen falling after distributing dividends of IDR 2.70 trillion. [URL]"
Thu Jun 22 08:42:15 +0000 2023,"RUPST Unilever Indonesia (UNVR) menyepakati pembagian dividen final dari laba bersih 2022 sebesar Rp71 per saham atau Rp2,70 triliun. [URL]",0,0,2,0,Positive,Unilever Indonesia's (UNVR) AGM agreed to distribute final dividends from 2022 net profit of IDR 71 per share or IDR 2.70 trillion. [URL]
Thu Jun 22 08:37:30 +0000 2023,"Apresiasi mendalam dari saya kepada PT Unilever Indonesia Tbk (UNVR). Atas apresiasi kepada pemegang saham minoritas yang menghadiri RUPS Tahunan. Souvenir dan konsumsi begitu lengkap dan banyak. Tidak banyak, emiten yang seperti ini souvenirnya. [HASHTAG] [URL]",112,114,267,1376,Positive,My deepest appreciation to PT Unilever Indonesia Tbk (UNVR). For the appreciation to the minority shareholders who attended the Annual GMS. Souvenirs and consumption are so complete and numerous. Not many issuers have souvenirs like this. [HASHTAG] [URL]
Thu Jun 22 04:31:46 +0000 2023,"Berhubung pukul 13.00 baru bisa memasuki ruangan RUPS UNVR. Jadilah saya makan siang dulu. Tadi sudah bertemu perwakilan Unilever Indonesia, menyambut para pemegang saham yang datang. [HASHTAG] [URL]",0,13,8,46,Neutral,"Since it was only 13.00 that we could enter the UNVR GMS room. So I had lunch first. Earlier I met representatives of Unilever Indonesia, welcoming the shareholders who came. [HASHTAG] [URL]"
Wed Jun 21 09:25:33 +0000 2023,"IHSG menguat 0,63 persen ke 6.702,62 pada penutupan perdagangan hari ini, Rabu (21/6/2023) Saham big caps ASII, UNVR hingga BBCA terpantau parkir di zona hijau. [URL]",0,0,0,0,Positive,"IHSG strengthened 0.63 percent to 6,702.62 at the close of trading today, Wednesday (6/21/2023). Big caps stocks ASII, UNVR to BBCA were seen parked in the green zone. [URL]"
Wed Jun 21 02:26:10 +0000 2023,Beberapa saham big cap seperti UNVR dan dan BBCA menguat pada awal perdagangan IHSG hari ini. [URL],0,0,0,0,Positive,Several big cap stocks such as UNVR and BBCA strengthened at the start of IHSG trading today. [URL]
Mon Jun 19 14:32:52 +0000 2023,"[USERNAME] HMSP dan UNVR blucip juga kan. Kalau pemodal besar buang portofolionya, harga saham nyungsep juga kok.",0,1,1,0,Negative,"[USERNAME] HMSP and UNVR also went bankrupt. If big investors dump their portfolios, stock prices will also plummet."
Fri Jun 16 12:11:35 +0000 2023,[USERNAME] Pernah multi bagger dari UVCR gara2 mau beli UNVR tapi typo jadi UVCR.,0,0,0,0,Negative,[USERNAME] Was once a multi-bagger from UVCR because he wanted to buy UNVR but made a typo and bought it as UVCR.
Fri Jun 16 10:03:33 +0000 2023,"Indeks Bisnis-27 ditutup melemah bersama IHSG, ditekan pelemahan saham MIKA, UNVR dan AMRT. [URL]",0,0,0,0,Negative,"The Bisnis-27 Index closed lower along with the IHSG, pressured by the weakening of MIKA, UNVR and AMRT shares. [URL]"
Fri Jun 16 09:37:59 +0000 2023,"sebagai contoh saham unvr. untuk saya yg masuk market di awal tahun 2014. edukasinya selalu mengatakan unvr sudah mahal"" tapi sahamnya malah naik trus sampai beberapa tahun kedepan""",0,1,0,0,Positive,"for example, UNVR shares. For me who entered the market in early 2014, education always said that UNVR was expensive, but the shares continued to rise for the next few years."
Thu Jun 15 04:56:12 +0000 2023,"IHSG Hari Ini Diramal Memerah, Cek Rekomendasi Saham ADRO, UNVR, EMTK hingga MAPI [URL]",0,0,0,0,Negative,"IHSG Today Predicted to be in the Red, Check Recommended Stocks ADRO, UNVR, EMTK to MAPI [URL]"
Wed Jun 14 09:53:36 +0000 2023,"Indeks Bisnis-27 ditutup melemah 0,25 persen ke level 591,59 pada perdagangan hari ini, (14/6/2023), tertekan pelemahan saham MAPI, BBNI, UNVR.  [URL]",0,0,0,0,Negative,"The Bisnis-27 Index closed down 0.25 percent to 591.59 in today's trading, (14/6/2023), pressured by the weakening of MAPI, BBNI, UNVR shares. [URL]"
Mon Jun 12 13:35:35 +0000 2023,PT Unilever Indonesia Tbk (UNVR) akan menyelenggarakan RUPS Tahunan pada 22 Juni 2023 pukul 13.30 WIB. Pemegang saham yang namanya tercatat dalam Daftar Pemegang Saham UNVR pada 23 Mei 2023 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],1,1,0,2,Neutral,"PT Unilever Indonesia Tbk (UNVR) will hold an Annual General Meeting of Shareholders on June 22, 2023 at 13.30 WIB. Shareholders whose names are registered in the UNVR Shareholders Register on May 23, 2023 at 16.00 WIB are entitled to attend or be represented at the event. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Sat Jun 10 03:21:57 +0000 2023,"[USERNAME] [USERNAME] [USERNAME] Ngertisaham juga sama aja tukang pompom. Waktu unve anjlok disuruh borong terus sama dia, waktu gw komen liat2 dulu jgn asal borong aja eh gw diblok. Waktu gw komen unvr baru turun setengahnya, jd yg kena pompom keseret ke bawah banyak banget",0,1,0,4,Negative,"[USERNAME] [USERNAME] [USERNAME] Understanding stocks is the same as a pompom seller. When UNVE plummeted, he told me to buy all the stocks, when I commented to look around first, don't just buy all the stocks, I was blocked. When I commented, UNVR had only dropped by half, so there were a lot of people who got hit by the pompom and dragged down."
Fri Jun 09 01:24:13 +0000 2023,"IHSG hari ini berpeluang melanjutkan penguatan menuju 6.764 dengan rekomendasi saham pilihannya adalah ASSA, BRIS, INKP, UNVR, GOTO, NCKL, INKP, dan HRUM. [URL]",0,0,0,0,Positive,"IHSG today has the opportunity to continue strengthening towards 6,764 with the recommended stocks being ASSA, BRIS, INKP, UNVR, GOTO, NCKL, INKP, and HRUM. [URL]"
Fri Jun 09 00:40:34 +0000 2023,"IHSG hari ini berpeluang menguat pada rentang 6.694-6.764 dengan sejumlah saham rekomendasi seperti ASSA, BRIS, INKP dan UNVR. [URL]",0,0,0,0,Positive,"IHSG today has the opportunity to strengthen in the range of 6,694-6,764 with a number of recommended stocks such as ASSA, BRIS, INKP and UNVR. [URL]"
Thu Jun 08 23:39:15 +0000 2023,"MNC Sekuritas: IHSG Menguat, Saham ASSA Hingga UNVR Berpeluang Untung [URL]",0,0,0,1,Positive,"MNC Securities: IHSG Strengthens, ASSA to UNVR Shares Have Profit Opportunity [URL]"
Thu Jun 08 05:02:28 +0000 2023,"Akhir Juni, deretan saham consumer goods seperti $ICBP $INDF $UNVR bakal bagi dividen. Kalau mau siap-siap berburu dividen dari mereka bisa buy dari sekarang. Begini ramalan dividen untuk saham consumer goods: [URL]",0,0,0,0,Positive,"At the end of June, a number of consumer goods stocks such as $ICBP $INDF $UNVR will distribute dividends. If you want to get ready to hunt for dividends from them, you can buy from now. Here is the dividend forecast for consumer goods stocks: [URL]"
Tue Jun 06 07:22:07 +0000 2023,"[USERNAME] [USERNAME] Waduhhh jngn kan bbca, bbri juga gapapa, saham unvr juga seneng banget 🤣",0,0,0,1,Positive,"[USERNAME] [USERNAME] Wow, don't be a BBC, BBR is fine too, Unvr shares are also very happy 🤣"
Tue Jun 06 00:55:42 +0000 2023,"BRI Danareksa Sekuritas: IHSG berpotensi Menguat, Cermati Saham DOID, UNVR, dan ASSA [URL]",0,0,0,0,Positive,"BRI Danareksa Securities: IHSG has the potential to strengthen, pay attention to DOID, UNVR, and ASSA shares [URL]"
Fri Jun 02 12:52:30 +0000 2023,"porto reksadana, merupakan saham potensi multibagger Karena saham mcap kecil dan tidak dikenal tidak mungkin di rekomendasikan Manajer reksadan tidak akan dipecat jika rugi membeli bbca atau unvr(ibm pada contoh lynch) Tapi dapat dipertanyakan jika beli saham mcap kecil",0,1,0,1,Neutral,Mutual fund portfolios are potential multibagger stocks. Because small and unknown MCAP stocks are unlikely to be recommended. Mutual fund managers will not be fired if they lose by buying BBCA or UNVR (IBM in Lynch's example). But it can be questioned if you buy small MCAP stocks.
Thu Jun 01 13:49:12 +0000 2023,Harga saham UNVR habis ini naik 🤣,0,0,0,0,Positive,UNVR stock price has gone up recently 🤣
